APOGEE_ID,RA,DEC,evstate,J,H,K,TEFF,LOGG,ALPHA_M,C_FE,C_N,MG_MN,MN_O,CI_FE,N_FE,O_FE,MG_FE,SI_FE,FE_H,GAIA_PHOT_G_MEAN_MAG,GAIA_PHOT_BP_MEAN_MAG,GAIA_PHOT_RP_MEAN_MAG
2M18501190+4736296,282.5496,47.6082,1,10.056,9.521,9.428,4738.4478,2.494368,0.248479,0.12853998,0.15999001,0.4779677,-0.403981,0.27435,-0.031450033,0.278505,0.3524917,0.19264197,-0.69723153,11.640664,12.188667,10.965861
2M18501318+4139450,282.5549,41.6625,1,9.652,9.124,9.011,4836.7847,2.7631645,0.015179001,-0.053145006,-0.242825,0.071447715,-0.06943601,-0.11701,0.18968,0.05315,0.0551617,0.007954001,-0.13685155,11.255164,11.826203,10.567969
2M18501571+4854194,282.5655,48.9054,1,9.422,8.916,8.828,4810.0713,2.60499,0.208169,0.10286999,0.09649974,0.4402377,-0.50914097,0.28043,0.0063702464,0.36179498,0.29289168,0.20173198,-0.76281154,10.947044,11.469304,10.299173
2M18501911+4125493,282.5797,41.4304,1,11.229,10.704,10.59,4739.5635,2.7979476,0.149329,0.093367994,-0.022622004,0.3378877,-0.29548103,0.14789,0.11599,0.188105,0.2305117,0.145872,-0.28655154,12.891563,13.469373,12.187291
2M18502600+4114577,282.6084,41.2494,1,10.641,10.101,9.991,4761.119,2.892145,0.104039,0.15277699,0.027099997,0.2553437,-0.23765701,0.120297,0.12567699,0.164662,0.1823487,0.094059,-0.060652547,12.323588,12.91953,11.611536
2M18503265+4135547,282.6361,41.5985,1,9.955,9.469,9.363,4993.868,2.892713,0.013406001,0.045382977,-0.141687,0.035174012,-0.18991101,-0.034999013,0.18706998,0.15604499,0.0013079941,0.02088198,-0.41897154,11.501372,12.0317955,10.838783
2M18503337+4140460,282.6391,41.6795,1,9.678,9.121,8.918,4558.757,2.3995233,0.144239,0.11546999,0.040710986,0.28407773,-0.27184105,0.16641,0.07475901,0.18520501,0.1974417,0.14917201,-0.33404154,11.398087,12.025224,10.662527
2M18503900+4055336,282.6625,40.926,1,10.554,9.951,9.827,4553.363,2.3181903,0.055019997,0.063098,-0.041301005,0.14573771,-0.109621,0.022067994,0.104399,0.084655,0.1207717,0.037681,-0.18087155,12.370661,13.025474,11.611306
2M18504104+4716199,282.671,47.2722,1,11.3,10.806,10.747,4835.515,2.8876708,-0.001389999,-0.080124,-0.248871,-0.008507304,0.028856002,-0.22554299,0.168747,0.0030260012,0.023374699,0.010027997,-0.09778955,12.896232,13.445818,12.22504
2M18504369+4713354,282.6821,47.2265,2,10.057,9.55,9.416,4712.5996,2.458793,-0.0061419997,0.021419302,-0.29537064,-0.1134433,0.1433486,-0.025930002,0.31678995,-0.0069245994,0.022980705,0.011925995,0.19054845,11.734441,12.333928,11.025011
2M18504794+4637102,282.6998,46.6195,1,10.707,10.155,10.077,4664.285,2.905702,-0.010959001,0.040800005,-0.16358,-0.0639763,0.114004,-0.052949995,0.20438,-0.01417999,0.03584771,-0.062518984,0.20015845,12.368657,12.965844,11.660217
2M18504877+4818414,282.7032,48.3115,1,10.625,10.074,9.981,4848.949,2.9281216,0.0038879998,0.036057003,-0.154733,-0.020314798,0.045010395,-0.021263994,0.19079,-0.013706394,0.010989204,0.019192003,-0.11921155,12.184025,12.73243,11.511994
2M18504890+4143597,282.7038,41.7333,1,10.258,9.726,9.623,4695.3027,3.0461054,0.056253,0.12479,-0.016639993,0.16941568,-0.10371899,0.11377901,0.14142999,0.07280499,0.13850169,0.066036,0.05401945,11.944965,12.544353,11.230622
2M18504991+4253073,282.708,42.8854,1,10.29,9.782,9.675,4783.3,2.8509827,-0.0236884,-0.045341402,-0.324847,-0.029029494,0.054451995,-0.121334404,0.2795056,-0.0277744,-0.0023518987,-0.0411214,0.0072288495,11.980381,12.56956,11.272938
2M18505286+4432362,282.7203,44.5434,1,9.676,9.155,9.018,4532.0234,2.6120844,0.049382,0.098424986,-0.126695,0.040525705,-0.030825019,0.085694,0.22512,0.06992601,0.079626694,0.04040201,0.17131846,11.443305,12.077578,10.705441
2M18505779+4224043,282.7408,42.4012,1,11.455,10.964,10.893,4853.043,2.998697,0.200269,0.076753974,-0.0056360066,0.4133377,-0.481271,0.21215999,0.08238998,0.359345,0.2914117,0.14213198,-0.50504154,13.084621,13.637797,12.394295
2M18505985+4329350,282.7494,43.4931,1,11.145,10.7,10.581,4881.7065,3.0865366,0.029977001,-0.042415004,-0.354356,-0.0276373,0.0725411,-0.058458004,0.311941,-0.014410101,0.030493699,0.0015830006,-0.01926655,12.711924,13.249955,12.044199
2M18510323+4225335,282.7635,42.426,1,9.803,9.252,9.137,4783.3267,2.8719227,-0.011102,-0.014192998,-0.366153,-0.0953673,0.102457,-0.045094997,0.35196,-0.018960997,-0.011871293,0.0056470037,0.10684845,11.457864,12.066277,10.741802
2M18510504+4245361,282.771,42.76,1,9.089,8.544,8.433,4737.1484,2.8178713,-0.0247022,-0.08760999,-0.41415,-0.051411286,0.068267986,-0.26206,0.32654,-0.04192999,-0.02507329,0.007988006,0.15491845,10.695921,11.281596,10.000006
2M18511762+4356107,282.8234,43.9363,1,10.988,10.469,10.383,4856.572,2.9991286,0.018775001,0.0040728487,-0.24529314,-0.0049763024,0.044928,-0.068509,0.24936599,-0.007114999,0.032836698,0.019284002,0.041925453,12.531862,13.080775,11.857529
2M18511959+4828191,282.8316,48.472,1,10.841,10.316,10.199,4787.9595,2.5562665,0.046118,0.011907011,-0.150103,0.1470027,-0.140663,0.012318701,0.16201001,0.06799701,0.07433671,0.057931006,-0.40299156,12.443211,12.995075,11.762232
2M18512189+4704269,282.8412,47.0742,2,8.316,7.799,7.708,4915.0127,2.5769477,0.0024879985,-0.0634816,-0.36929902,-0.0265873,0.0889819,-0.1880226,0.30581743,-0.0163275,0.046067096,-0.0014315993,0.0062060496,9.817133,10.354376,9.165059
2M18512484+4100244,282.8535,41.0068,1,10.598,10.043,9.889,4678.799,3.024984,0.014605999,0.10040197,-0.29349804,-0.117583334,0.21713293,0.048153013,0.3939,-0.0033288896,0.0962207,0.033537,0.43474844,12.346999,13.005897,11.588307
2M18514014+4107296,282.9173,41.1249,2,10.295,9.753,9.613,4755.051,2.5152054,-0.014391001,0.0204679,-0.1622721,-0.0679573,0.111650005,-0.069102995,0.18274,-0.025109999,0.01858271,0.010270007,0.11105845,12.033201,12.62722,11.273884
2M18514082+4644158,282.9201,46.7377,1,11.032,10.46,10.299,4614.58,2.781635,0.054283,0.119100004,-0.0975,0.0651477,-0.007480979,0.052671015,0.2166,0.06565499,0.12332171,0.03429301,0.18854845,12.777114,13.417624,12.032647
2M18514218+4248475,282.9258,42.8132,1,9.544,9.034,8.905,4741.6704,3.105456,0.005135998,0.08116001,-0.21547002,-0.009302288,0.041027993,0.044894993,0.29663002,0.007196009,0.038921714,-0.011326507,0.24358845,11.120662,11.696779,10.439176
2M18514585+4634026,282.941,46.5674,1,9.899,9.399,9.281,4757.7285,3.0104604,0.004671,0.041555002,-0.15219899,0.014361404,-0.0042717084,0.0013900027,0.19375399,0.022743002,0.032832697,0.002926007,0.09468445,11.507776,12.081463,10.816018
2M18514584+4735217,282.941,47.5894,1,10.341,9.815,9.717,4796.509,3.0757852,0.075288996,0.08714,-0.0127899945,0.21455169,-0.173335,0.051291,0.099929996,0.101849,0.14306569,0.054103002,-0.10080155,11.881046,12.426082,11.208895
2M18515073+4409301,282.9614,44.1584,2,8.799,8.293,8.168,4896.28,2.5482278,-0.0056420006,-0.065318994,-0.316668,-0.012408294,-0.025879003,-0.108671,0.251349,0.009355001,-0.028932296,0.006760001,-0.06344355,10.291098,10.824865,9.639821
2M18515439+4809330,282.9767,48.1592,2,10.294,9.768,9.676,4860.9683,2.4182158,0.018932,-0.015791997,-0.157582,0.009759724,-0.029939026,-0.12267001,0.14179,0.044493005,0.024313703,0.035902992,-0.17570154,11.8763075,12.438155,11.195041
2M18515662+4127143,282.986,41.454,1,10.257,9.713,9.623,4897.567,2.9431884,4.3999776E-4,-0.040751994,-0.250432,-0.05665329,0.038244992,-0.18026,0.20968,-0.042560995,-0.060969293,0.017394006,-0.16487154,11.8010845,12.348334,11.127332
2M18515902+4338192,282.9959,43.6387,1,11.132,10.541,10.468,4685.129,2.6103039,0.184439,0.15038998,0.028479993,0.3183377,-0.35172102,0.105712,0.12190999,0.268765,0.2353817,0.15835199,-0.29422155,12.778074,13.356116,12.075524
2M18520610+4528540,283.0254,45.4817,1,11.083,10.553,10.425,4753.8813,2.951609,-0.002646001,0.010907099,-0.24735488,-0.020871297,0.039187998,-0.028822005,0.25826198,0.011332996,0.029649697,-0.014086507,0.09324645,12.718519,13.30504,12.0157585
2M18521171+4833576,283.0488,48.566,1,10.643,10.109,10.009,4790.0117,2.5512996,0.121888995,0.054503977,0.08017498,0.29865772,-0.33414102,0.057262003,-0.025671005,0.22892499,0.19344169,0.07990199,-0.5986515,12.199634,12.734223,11.534238
2M18521361+4325121,283.0567,43.42,1,11.438,10.883,10.809,4806.509,2.9206367,0.094559,0.085122,-0.008486003,0.1904377,-0.196141,0.034144998,0.093608,0.146845,0.1411417,0.059193,-0.16240154,13.032897,13.597107,12.337698
2M18521876+4525392,283.0782,45.4276,1,10.737,10.178,10.059,4570.465,2.5331962,0.065189,0.0448882,-0.092590004,0.11566131,-0.08021761,0.0141537,0.1374782,0.0790762,0.1145199,0.041278202,-0.00647615,12.469673,13.095651,11.736252
2M18521894+4116496,283.0789,41.2804,1,10.756,10.221,10.059,4619.105,2.6107445,0.172069,0.138348,-0.060320005,0.3460487,-0.26685202,0.102388,0.198668,0.21524301,0.2944397,0.13896999,-0.08565855,12.501138,13.135162,11.757607
2M18522431+4157010,283.1013,41.9503,1,10.326,9.698,9.581,4580.054,2.5542228,0.123419,0.13981,0.006400004,0.23636772,-0.20423102,0.15265,0.13340999,0.158625,0.1907617,0.112052,-0.14163154,12.076491,12.71396,11.332845
2M18522866+4708165,283.1195,47.1379,1,10.252,9.757,9.664,4979.6797,3.166499,0.010750998,-0.067537,-0.312207,0.07525971,-0.019071005,-0.067595,0.24467,0.030134998,0.0863237,-0.0374432,-0.10296155,11.70045,12.212741,11.058283
2M18522871+4658320,283.1197,46.9756,1,11.529,10.953,10.823,4548.456,2.566995,0.024664,0.058716,-0.08292399,0.03472972,-0.016171008,0.08235599,0.14164,0.045333996,0.06389271,-0.033510998,0.12035845,13.297595,13.942517,12.545602
2M18522902+4249485,283.1209,42.8302,1,9.963,9.383,9.233,4744.033,2.5869985,0.030235,-0.043163985,-0.235544,0.030506715,0.0060849786,-0.07295099,0.19238001,0.023699015,0.06029071,0.035182014,-0.20644155,11.685542,12.316538,10.9485
2M18523609+4052091,283.1504,40.8692,1,10.485,9.876,9.79,4638.32,2.5414665,0.188249,0.16758001,0.101004004,0.3872877,-0.352941,0.19229001,0.066576004,0.25800502,0.29235172,0.185222,-0.33972156,12.213735,12.835721,11.47673
2M18523663+4824137,283.1526,48.4038,1,10.481,9.91,9.788,4627.3433,2.625732,0.028030999,0.0037369207,-0.18358907,0.072124705,-0.051994003,-0.028966997,0.18732598,0.031660005,0.051790707,0.019993,0.08454045,12.181171,12.800525,11.455292
2M18524493+4822549,283.1872,48.3819,1,11.537,10.957,10.863,4783.59,2.3932157,0.060517,0.07701799,0.013505995,0.15954772,-0.112765014,0.048648,0.063512,0.052369,0.0991517,0.07371199,-0.34460154,13.152857,13.723391,12.4535475
2M18524920+4734388,283.205,47.5774,1,11.553,11.0,10.894,4809.7085,2.6946135,0.150459,0.09701002,0.050116003,0.33804768,-0.33686098,0.25702003,0.046894014,0.25350502,0.25469172,0.08831203,-0.5400016,13.117763,13.658049,12.439568
2M18525253+4657524,283.2189,46.9646,2,9.124,8.584,8.469,4772.3916,2.4869359,-8.470006E-4,-0.10306,-0.36723003,-0.05000429,0.122730985,-0.17181998,0.26417002,-0.023339994,0.049386702,0.035157003,0.114308454,10.7319,11.32009,10.036462
2M18530257+4704110,283.2607,47.0697,1,10.85,10.316,10.181,4642.9863,2.6575263,-0.008594001,0.048451,-0.145405,-0.041466907,0.036562607,-0.0069560036,0.193856,0.030704997,0.025800698,-0.017466001,0.05836045,12.546484,13.157389,11.827416
2M18530969+4142106,283.2904,41.703,1,9.931,9.354,9.227,4607.2407,2.810035,-0.0067580007,0.047595978,-0.16575399,-0.015398309,0.04129401,-0.027189016,0.21334997,-0.020070016,0.0058256835,-0.005428016,0.23865846,11.649328,12.290677,10.9073
2M18530978+4811090,283.2908,48.1859,1,10.567,10.081,9.927,4815.9004,3.2707083,-0.015314,0.07030398,-0.22555602,-0.119288296,0.13204399,-0.036891013,0.29586,-0.021190017,-0.008434325,0.007278979,0.29235846,12.125262,12.672333,11.452335
2M18531202+4030087,283.3001,40.5024,1,11.076,10.594,10.475,4868.057,3.228207,0.017134998,0.070402004,-0.150094,-0.012570292,0.091647,0.024269305,0.220496,-0.038602002,0.040474705,0.028811999,0.06503045,12.699109,13.274362,12.002758
2M18531698+4528498,283.3208,45.4805,2,11.196,10.682,10.563,4840.1396,2.5834234,-0.013439,0.0122400075,-0.30064,-0.0861443,0.120658,-0.19838999,0.31287998,-0.042793997,-0.008280292,0.023029,0.14703844,12.789782,13.363056,12.098601
2M18531782+4247031,283.3243,42.7842,1,10.223,9.675,9.571,4736.8076,2.724468,0.172799,0.09727201,0.06510401,0.4394077,-0.406301,0.26765,0.032168,0.254505,0.28761172,0.146492,-0.48451155,11.893281,12.483611,11.182683
2M18533924+4654407,283.4135,46.9113,1,11.51,10.949,10.819,4665.248,2.4866772,0.137609,0.079953015,-0.061086997,0.26032773,-0.23060104,0.13265002,0.14104001,0.20599502,0.2357217,0.12168202,-0.26635155,13.199282,13.794574,12.477752
2M18534059+4102118,283.4192,41.0366,1,8.24,7.726,7.628,4696.886,2.968044,0.0076019987,0.025059998,-0.23246998,0.077709705,-0.021924004,-0.023700014,0.25752997,-8.3500147E-4,0.0549507,-0.0022880137,0.18790846,9.857821,10.435221,9.172277
2M18534286+4508471,283.4286,45.1464,1,11.54,10.973,10.871,4632.821,2.4856236,0.073049,0.066283,-0.026406996,0.11502771,-0.084361024,0.14248,0.09269,0.115735,0.14640169,0.053126007,-0.19050154,13.201568,13.789632,12.490025
2M18534324+4657405,283.4302,46.9613,1,8.938,8.409,8.24,4609.66,2.6013033,0.008003,0.047354005,-0.173688,-0.018387988,0.028095692,-0.0064649954,0.221042,0.023319006,0.03302671,0.022913009,0.07236445,10.629511,11.2398615,9.913483
2M18534504+4051534,283.4377,40.8648,1,9.325,8.784,8.662,4794.5034,2.730751,0.017809,-0.046829,-0.243339,0.0907487,-0.074719,-0.060764,0.19651,0.04899299,0.06502269,0.0021699965,-0.16306154,10.958769,11.561425,10.252259
2M18535183+4831390,283.466,48.5275,2,8.588,8.138,8.039,4943.623,2.5874085,-0.008164,-0.057337,-0.28182298,-2.2299588E-5,-0.0058040023,-0.11064401,0.224486,-0.009052001,-0.014878303,0.015685998,-0.105291545,10.078438,10.595003,9.443665
2M18535741+4518282,283.4892,45.3079,2,9.633,9.185,9.065,4997.1235,2.771681,0.0012159981,-0.008888001,-0.36154,0.014371209,-0.0079632085,-0.079438,0.35265198,0.0010781996,0.0074862,0.023265002,-0.02136255,11.061548,11.565113,10.438631
2M18535842+4508309,283.4935,45.1419,1,11.466,10.929,10.817,4709.3174,3.015947,-0.009965001,0.04845299,-0.20786701,0.073251694,-0.023623496,0.023164988,0.25632,-0.005049512,0.044578686,-0.0325384,0.18009846,13.062612,13.639492,12.3644705
2M18535856+4215473,283.494,42.2632,1,8.688,8.121,8.016,4665.629,2.5841026,-0.008077001,3.0000135E-4,-0.230629,-0.026412299,0.0059859995,-0.023968995,0.230929,0.0097790025,-0.010647297,0.011796003,-0.035732552,10.318209,10.910944,9.621947
2M18540594+4447441,283.5248,44.7956,1,10.975,10.442,10.328,4719.288,2.8965468,-0.012697,-0.006429985,-0.37098998,-0.114958405,0.1284405,-0.030127972,0.36456,-0.005766481,0.0077156126,-2.2897124E-4,0.25037843,12.615238,13.206883,11.909642
2M18540886+4545470,283.5369,45.7631,1,10.571,10.049,9.963,4859.931,2.8111136,-0.003498001,-0.040405005,-0.26094502,0.014105111,0.0020790845,-0.10980001,0.22054,-0.0247951,-0.008610904,0.0049729943,-0.11326155,12.090509,12.624724,11.431022
2M18541118+4705577,283.5466,47.0994,1,10.97,10.396,10.275,4609.1836,2.5595343,0.132119,0.13824001,0.088364005,0.3788077,-0.250221,0.18433,0.049876004,0.17481501,0.3034017,0.111332,-0.35144156,12.60322,13.178727,11.904462
2M18542712+4637558,283.613,46.6322,2,9.59,9.068,8.965,4881.7363,2.4330747,0.028094001,-0.07815601,-0.290316,0.05593972,-0.024726018,-0.14573,0.21215999,0.024179995,0.055393696,0.034493,-0.15433155,11.163096,11.666766,10.461773
2M18542890+4345219,283.6204,43.7561,1,10.681,10.136,10.037,4791.649,2.675671,0.156359,0.10944602,0.08825669,0.34059772,-0.416011,0.16184002,0.021189332,0.289485,0.21407172,0.133282,-0.51527154,12.2253685,12.766695,11.5545025
2M18543255+4529377,283.6356,45.4938,1,10.331,9.781,9.672,4720.5713,2.4675393,0.216309,0.12497002,0.06944704,0.4264577,-0.498711,0.29988,0.05552298,0.353235,0.28098172,0.24810201,-0.7121015,11.87648,12.409872,11.213125
2M18543545+4442464,283.6477,44.7129,2,9.129,8.642,8.531,4899.3076,2.4591641,0.020211998,-0.017664015,-0.203774,0.10834971,-0.09244901,-0.03634602,0.18610999,0.068573,0.0844737,0.02219899,-0.26026154,10.618103,11.143803,9.969076
2M18543598+4155476,283.65,41.9299,1,10.308,9.696,9.605,4763.106,2.9977975,0.010263,0.13341,0.032303005,0.0444957,0.022028998,0.028344996,0.101107,-0.0015550032,0.064969696,0.0041467994,-0.115111545,12.061611,12.665938,11.334
2M18543641+4550541,283.6517,45.8484,1,10.71,10.179,10.07,4653.0273,2.7366855,0.119298995,0.11606599,0.029786997,0.2755577,-0.22893101,0.11486799,0.08627899,0.15681499,0.2034417,0.12793198,-0.20222154,12.3403,12.914768,11.648403
2M18544441+4040306,283.685,40.6752,2,10.383,9.892,9.747,4812.622,2.533069,-0.0066410005,-0.030203998,-0.246296,-0.018607296,0.012234099,-0.143998,0.216092,-0.008957103,-0.0153303,0.004410997,0.08111645,12.095638,12.70557,11.375678
2M18544573+4651217,283.6906,46.856,1,10.674,10.173,10.06,4871.9253,2.9738295,0.020998001,0.04435,-0.060094006,0.06509772,-0.10309102,0.0044610053,0.104444005,0.087505,0.0495117,0.034750998,-0.21800154,12.197415,12.727157,11.541422
2M18544637+4714217,283.6932,47.2394,1,10.541,9.949,9.821,4554.311,2.3468013,0.179389,0.113758,0.048763007,0.43991768,-0.35757098,0.19867,0.06499499,0.236435,0.3187817,0.17667198,-0.47698155,12.200213,12.787163,11.494951
2M18544865+4708163,283.7027,47.1379,1,10.256,9.714,9.634,4839.183,2.9528341,0.136119,0.088781,0.059114903,0.4246177,-0.355821,0.23115,0.029666096,0.22705501,0.2958517,0.094062,-0.48670155,11.713468,12.219927,11.076593
2M18544891+4220482,283.7038,42.3467,1,10.464,9.889,9.763,4668.224,2.5301394,0.042596996,0.032486007,-0.13653399,0.06429371,-0.10679101,0.018811807,0.16902,0.088635005,0.046137705,0.051089004,-0.20441155,12.131853,12.729339,11.417713
2M18545053+4217470,283.7106,42.2964,2,9.092,8.559,8.414,4732.676,2.509657,-0.0422241,-0.014524013,-0.24883401,-0.07611731,0.08314201,-0.059277013,0.23431,-0.039728016,-0.03270331,-0.036891013,0.18475845,10.772666,11.387776,10.054242
2M18545147+4731531,283.7145,47.5314,1,9.356,8.801,8.666,4649.696,2.5796425,0.012256,-0.013644001,-0.261417,-0.026733302,0.028591,-0.050112996,0.247773,0.029919002,0.0317767,0.029175002,0.01541545,11.007521,11.609653,10.303472
2M18545366+4923255,283.7236,49.3904,1,9.51,8.958,8.858,4764.776,2.7068264,0.028065,0.054252014,-0.11604799,0.037107706,-0.07194401,-0.009334981,0.1703,0.07979801,0.044961706,0.02677001,-0.19559155,11.122992,11.697905,10.435298
2M18545589+4721270,283.7329,47.3575,1,10.449,9.939,9.837,4902.896,3.1156611,-0.013292,-0.0010659993,-0.24688,-0.0015322994,0.023605999,-0.071922004,0.245814,0.0058780015,0.0279517,-0.008347999,-0.04888155,11.964116,12.493023,11.309518
2M18545673+4442479,283.7364,44.7133,1,9.261,8.8,8.716,5013.18,3.0876129,0.042430997,0.0068981647,-0.1587018,0.14482771,-0.12597701,-0.06011203,0.16559997,0.08025098,0.09910168,0.021600991,-0.28403154,10.658799,11.1378975,10.049926
2M18545867+4539449,283.7445,45.6625,1,11.131,10.651,10.52,4838.974,3.2994719,-0.001666002,0.09119201,-0.32349798,-0.14835733,0.21555403,-0.015148997,0.41469,-0.023609996,0.0435867,0.015101016,0.36347845,12.749752,13.311607,12.062293
2M18545958+4214396,283.7483,42.2443,1,9.937,9.358,9.236,4537.9478,2.4600837,0.086959,0.107937,-0.031122006,0.21823671,-0.18853003,0.159949,0.139059,0.121354006,0.1510607,0.064731,-0.10620155,11.6765785,12.312315,10.938921
2M18550270+4906586,283.7613,49.1163,1,10.549,9.955,9.807,4646.3066,2.413371,0.051297,0.062255993,-0.10682401,0.0645277,-0.012588993,0.053152993,0.16908,0.047672994,0.0996117,0.026416995,-0.13739155,12.242847,12.84864,11.526152
2M18550412+4217557,283.7672,42.2988,1,10.946,10.394,10.285,4767.185,2.5574956,0.092959,0.11717999,0.12011531,0.24186769,-0.306451,0.15495,-0.0029353201,0.18393499,0.119351685,0.054009974,-0.44265154,12.596087,13.182794,11.888553
2M18550598+4437568,283.7749,44.6324,1,11.525,10.991,10.816,4575.6064,2.5683773,0.133379,0.12709,0.004309997,0.31862772,-0.24575102,0.25421,0.12278001,0.14778501,0.2206617,0.061665,-0.23286155,13.169818,13.752613,12.459087
2M18551601+4541369,283.8167,45.6936,1,10.679,10.134,10.024,4652.92,2.932059,0.0025420003,0.073174,-0.23649597,-0.081293285,0.122365475,0.006796986,0.30966997,-0.001431495,0.039640695,0.0021100044,0.35217845,12.353222,12.968958,11.632675
2M18551923+4025327,283.8301,40.4258,2,10.745,10.233,10.08,4860.0234,2.529206,0.022204999,0.021149002,-0.18232399,0.015441705,0.0071130916,0.0091252625,0.203473,-0.008473095,0.014081702,0.028290004,-0.05693755,12.416814,13.018259,11.698477
2M18552193+4113552,283.8414,41.232,1,8.075,7.541,7.403,4625.46,2.5446973,0.165249,0.11618997,0.0076349974,0.3166577,-0.299991,0.15923998,0.108554974,0.20581497,0.22248167,0.17757198,-0.29050153,9.671826,10.242448,8.989764
2M18552281+4117593,283.8451,41.2998,1,10.84,10.271,10.178,4642.48,2.822506,0.047436,0.072575,-0.053499997,0.1241757,-0.084706,0.048443004,0.126075,0.055515,0.094984695,0.044293,0.041333452,12.554584,13.174901,11.822097
